year	lakeid	secchi.m	secchi_source
2009	2667300	1.6764	in-situ mean
2010	2667300	1.6764	in-situ mean
2011	2667300	1.2192	in-situ
2012	2667300	1.6764	in-situ mean
1979	2668100	1.162133433	in-situ mean
1980	2668100	1.162133433	in-situ mean
1981	2668100	1.162133433	in-situ mean
1982	2668100	1.162133433	in-situ mean
1983	2668100	1.162133433	in-situ mean
1984	2668100	1.162133433	in-situ mean
1985	2668100	1.162133433	in-situ mean
1986	2668100	1.162133433	in-situ mean
1987	2668100	1.162133433	in-situ mean
1988	2668100	1.162133433	in-situ mean
1989	2668100	1.162133433	in-situ mean
1990	2668100	1.162133433	in-situ mean
1991	2668100	1.162133433	in-situ mean
1992	2668100	1.162133433	in-situ mean
1993	2668100	1.162133433	in-situ mean
1994	2668100	1.162133433	in-situ mean
1995	2668100	1.162133433	in-situ mean
1996	2668100	1.162133433	in-situ mean
1997	2668100	1.162133433	in-situ mean
1998	2668100	1.16205	in-situ
1999	2668100	1.02108	in-situ
2000	2668100	1.435946667	in-situ
2001	2668100	0.6477	in-situ
2002	2668100	0.7747	in-situ
2003	2668100	1.164771429	in-situ
2004	2668100	1.0541	in-situ
2005	2668100	1.0287	in-situ
2006	2668100	0.6477	in-situ
2007	2668100	0.88392	in-situ
2008	2668100	1.15316	in-situ
2009	2668100	1.507066667	in-situ
2010	2668100	1.537854545	in-situ
2011	2668100	1.46685	in-situ
2012	2668100	1.20015	in-situ
1979	2668200	1.79856	satellite mean
1980	2668200	1.79856	satellite mean
1981	2668200	1.79856	satellite mean
1982	2668200	1.79856	satellite mean
1983	2668200	1.79856	satellite mean
1984	2668200	1.79856	satellite mean
1985	2668200	1.79856	satellite mean
1986	2668200	1.79856	satellite mean
1987	2668200	1.79856	satellite mean
1988	2668200	1.79856	satellite mean
1989	2668200	1.79856	satellite mean
1990	2668200	1.79856	satellite mean
1991	2668200	1.79856	satellite mean
1992	2668200	1.79856	satellite mean
1993	2668200	1.79856	satellite mean
1994	2668200	1.79856	satellite mean
1995	2668200	1.79856	satellite mean
1996	2668200	1.79856	satellite mean
1997	2668200	1.79856	satellite mean
1998	2668200	1.79856	satellite mean
1999	2668200	1.79856	satellite mean
2000	2668200	1.79856	satellite mean
2001	2668200	1.79856	satellite mean
2002	2668200	1.79856	satellite mean
2003	2668200	1.79856	satellite mean
2004	2668200	1.79856	satellite mean
2005	2668200	1.79856	satellite mean
2006	2668200	1.79856	satellite mean
2007	2668200	1.79856	satellite mean
2008	2668200	1.79856	satellite mean
2009	2668200	1.79856	satellite mean
2010	2668200	1.79856	satellite mean
2011	2668200	1.79856	satellite mean
2012	2668200	1.79856	satellite mean
1979	2668600	1.69971	satellite mean
1980	2668600	1.69971	satellite mean
1981	2668600	1.69971	satellite mean
1982	2668600	1.69971	satellite mean
1983	2668600	1.69971	satellite mean
1984	2668600	1.69971	satellite mean
1985	2668600	1.69971	satellite mean
1986	2668600	1.69971	satellite mean
1987	2668600	1.69971	satellite mean
1988	2668600	1.69971	satellite mean
1989	2668600	1.69971	satellite mean
1990	2668600	1.69971	satellite mean
1991	2668600	1.69971	satellite mean
1992	2668600	1.69971	satellite mean
1993	2668600	1.69971	satellite mean
1994	2668600	1.69971	satellite mean
1995	2668600	1.69971	satellite mean
1996	2668600	1.69971	satellite mean
1997	2668600	1.69971	satellite mean
1998	2668600	1.69971	satellite mean
1999	2668600	1.69971	satellite mean
2000	2668600	1.69971	satellite mean
2001	2668600	1.69971	satellite mean
2002	2668600	1.69971	satellite mean
2003	2668600	1.69971	satellite mean
2004	2668600	1.69971	satellite mean
2005	2668600	1.69971	satellite mean
2006	2668600	1.69971	satellite mean
2007	2668600	1.69971	satellite mean
2008	2668600	1.69971	satellite mean
2009	2668600	1.69971	satellite mean
2010	2668600	1.69971	satellite mean
2011	2668600	1.69971	satellite mean
2012	2668600	1.69971	satellite mean
1979	2669300	0.6276975	in-situ mean
1980	2669300	0.6276975	in-situ mean
1981	2669300	0.6276975	in-situ mean
1982	2669300	0.6276975	in-situ mean
1983	2669300	0.6276975	in-situ mean
1984	2669300	0.6276975	in-situ mean
1985	2669300	0.6276975	in-situ mean
1986	2669300	0.6276975	in-situ mean
1987	2669300	0.6276975	in-situ mean
1988	2669300	0.6276975	in-situ mean
1989	2669300	0.6276975	in-situ mean
1990	2669300	0.6477	in-situ
1991	2669300	0.42672	in-situ
1992	2669300	0.48768	in-situ
1993	2669300	0.47625	in-situ
1994	2669300	0.51435	in-situ
1995	2669300	0.40767	in-situ
1996	2669300	0.6858	in-situ
1997	2669300	0.74676	in-situ
1998	2669300	0.5334	in-situ
1999	2669300	0.9906	in-situ
2000	2669300	0.7874	in-situ
2001	2669300	0.8382	in-situ
2002	2669300	1.143	in-situ
2003	2669300	0.6276975	in-situ mean
2004	2669300	0.6276975	in-situ mean
2005	2669300	0.6276975	in-situ mean
2006	2669300	0.6276975	in-situ mean
2007	2669300	0.6276975	in-situ mean
2008	2669300	0.6276975	in-situ mean
2009	2669300	0.6276975	in-situ mean
2010	2669300	0.6276975	in-situ mean
2011	2669300	0.6276975	in-situ mean
2012	2669300	0.6276975	in-situ mean
1979	2670600	1.9812	in-situ
1980	2670600	2.645144118	in-situ mean
1981	2670600	2.645144118	in-situ mean
1982	2670600	2.645144118	in-situ mean
1983	2670600	2.645144118	in-situ mean
1984	2670600	2.645144118	in-situ mean
1985	2670600	2.645144118	in-situ mean
1986	2670600	2.645144118	in-situ mean
1987	2670600	2.645144118	in-situ mean
1988	2670600	2.645144118	in-situ mean
1989	2670600	2.645144118	in-situ mean
1990	2670600	2.645144118	in-situ mean
1991	2670600	2.645144118	in-situ mean
1992	2670600	2.645144118	in-situ mean
1993	2670600	2.645144118	in-situ mean
1994	2670600	2.645144118	in-situ mean
1995	2670600	2.26695	in-situ
1996	2670600	2.667	in-situ
1997	2670600	2.25552	in-situ
1998	2670600	2.280138462	in-situ
1999	2670600	2.3241	in-situ
2000	2670600	2.4	in-situ
2001	2670600	2.4765	in-situ
2002	2670600	2.786742857	in-situ
2003	2670600	2.7686	in-situ
2004	2670600	2.656114286	in-situ
2005	2670600	2.7813	in-situ
2006	2670600	2.921	in-situ
2007	2670600	3.2004	in-situ
2008	2670600	2.7178	in-situ
2009	2670600	3.1496	in-situ
2010	2670600	2.878666667	in-situ
2011	2670600	2.64795	in-situ
2012	2670600	2.8194	in-situ
1979	2670700	2.292432468	in-situ mean
1980	2670700	2.292432468	in-situ mean
1981	2670700	2.292432468	in-situ mean
1982	2670700	2.292432468	in-situ mean
1983	2670700	2.292432468	in-situ mean
1984	2670700	2.292432468	in-situ mean
1985	2670700	2.292432468	in-situ mean
1986	2670700	2.292432468	in-situ mean
1987	2670700	2.292432468	in-situ mean
1988	2670700	2.292432468	in-situ mean
1989	2670700	2.292432468	in-situ mean
1990	2670700	2.292432468	in-situ mean
1991	2670700	2.292432468	in-situ mean
1992	2670700	2.292432468	in-situ mean
1993	2670700	2.292432468	in-situ mean
1994	2670700	2.292432468	in-situ mean
1995	2670700	2.074718182	in-situ
1996	2670700	2.286	in-situ
1997	2670700	2.11836	in-situ
1998	2670700	2.08915	in-situ
1999	2670700	2.024742857	in-situ
2000	2670700	2.292432468	in-situ mean
2001	2670700	2.667	in-situ
2002	2670700	2.569028571	in-situ
2003	2670700	2.2352	in-situ
2004	2670700	2.65176	in-situ
2005	2670700	2.65176	in-situ
2006	2670700	2.4384	in-situ
2007	2670700	2.5527	in-situ
2008	2670700	2.3622	in-situ
2009	2670700	2.4384	in-situ
2010	2670700	2.479963636	in-situ
2011	2670700	2.3368	in-situ
2012	2670700	2.45745	in-situ
1979	2670900	2.55412875	in-situ mean
1980	2670900	2.55412875	in-situ mean
1981	2670900	2.55412875	in-situ mean
1982	2670900	2.55412875	in-situ mean
1983	2670900	2.55412875	in-situ mean
1984	2670900	2.55412875	in-situ mean
1985	2670900	2.55412875	in-situ mean
1986	2670900	2.55412875	in-situ mean
1987	2670900	2.55412875	in-situ mean
1988	2670900	2.55412875	in-situ mean
1989	2670900	2.55412875	in-situ mean
1990	2670900	2.55412875	in-situ mean
1991	2670900	2.55412875	in-situ mean
1992	2670900	3.053442857	in-situ
1993	2670900	2.722418182	in-situ
1994	2670900	2.770094118	in-situ
1995	2670900	2.37236	in-situ
1996	2670900	2.471057143	in-situ
1997	2670900	2.404533333	in-situ
1998	2670900	2.52095	in-situ
1999	2670900	2.57175	in-situ
2000	2670900	2.72415	in-situ
2001	2670900	2.8194	in-situ
2002	2670900	2.068285714	in-situ
2003	2670900	2.6289	in-situ
2004	2670900	2.238375	in-situ
2005	2670900	2.29362	in-situ
2006	2670900	2.4384	in-situ
2007	2670900	2.8194	in-situ
2008	2670900	2.4892	in-situ
2009	2670900	2.794	in-situ
2010	2670900	2.032	in-situ
2011	2670900	2.3876	in-situ
2012	2670900	2.3622	in-situ
1979	2671000	3.9624	in-situ
1980	2671000	3.398316842	in-situ mean
1981	2671000	3.398316842	in-situ mean
1982	2671000	3.398316842	in-situ mean
1983	2671000	3.398316842	in-situ mean
1984	2671000	3.398316842	in-situ mean
1985	2671000	3.398316842	in-situ mean
1986	2671000	3.398316842	in-situ mean
1987	2671000	3.398316842	in-situ mean
1988	2671000	3.398316842	in-situ mean
1989	2671000	3.398316842	in-situ mean
1990	2671000	3.7338	in-situ
1991	2671000	3.172690909	in-situ
1992	2671000	3.796552941	in-situ
1993	2671000	3.24612	in-situ
1994	2671000	3.324726316	in-situ
1995	2671000	3.26136	in-situ
1996	2671000	3.037114286	in-situ
1997	2671000	3.3528	in-situ
1998	2671000	3.6576	in-situ
1999	2671000	3.6195	in-situ
2000	2671000	3.9242	in-situ
2001	2671000	3.548742857	in-situ
2002	2671000	2.99085	in-situ
2003	2671000	4.0767	in-situ
2004	2671000	3.32232	in-situ
2005	2671000	3.94716	in-situ
2006	2671000	3.2766	in-situ
2007	2671000	3.1623	in-situ
2008	2671000	2.9718	in-situ
2009	2671000	3.5052	in-situ
2010	2671000	1.8288	in-situ
2011	2671000	1.8288	in-situ
2012	2671000	3.5052	in-situ
1979	2671100	2.37415039	in-situ mean
1980	2671100	2.37415039	in-situ mean
1981	2671100	2.37415039	in-situ mean
1982	2671100	2.37415039	in-situ mean
1983	2671100	2.37415039	in-situ mean
1984	2671100	2.37415039	in-situ mean
1985	2671100	2.37415039	in-situ mean
1986	2671100	2.37415039	in-situ mean
1987	2671100	2.37415039	in-situ mean
1988	2671100	2.37415039	in-situ mean
1989	2671100	2.37415039	in-situ mean
1990	2671100	2.37415039	in-situ mean
1991	2671100	2.37415039	in-situ mean
1992	2671100	3.14452	in-situ
1993	2671100	2.45364	in-situ
1994	2671100	2.573866667	in-situ
1995	2671100	2.2886416	in-situ
1996	2671100	2.17932	in-situ
1997	2671100	2.533226667	in-situ
1998	2671100	2.5273	in-situ
1999	2671100	2.45745	in-situ
2000	2671100	2.4384	in-situ
2001	2671100	2.754085714	in-situ
2002	2671100	1.807028571	in-situ
2003	2671100	1.7145	in-situ
2004	2671100	1.7907	in-situ
2005	2671100	1.74498	in-situ
2006	2671100	2.2098	in-situ
2007	2671100	2.5527	in-situ
2008	2671100	2.3622	in-situ
2009	2671100	2.032	in-situ
2010	2671100	1.524	in-situ
2011	2671100	3.5433	in-situ
2012	2671100	2.54	in-situ
1979	2671200	0.634159	satellite mean
1980	2671200	0.634159	satellite mean
1981	2671200	0.634159	satellite mean
1982	2671200	0.634159	satellite mean
1983	2671200	0.634159	satellite mean
1984	2671200	0.634159	satellite mean
1985	2671200	0.634159	satellite mean
1986	2671200	0.634159	satellite mean
1987	2671200	0.634159	satellite mean
1988	2671200	0.634159	satellite mean
1989	2671200	0.634159	satellite mean
1990	2671200	0.634159	satellite mean
1991	2671200	0.634159	satellite mean
1992	2671200	0.634159	satellite mean
1993	2671200	0.634159	satellite mean
1994	2671200	0.634159	satellite mean
1995	2671200	0.634159	satellite mean
1996	2671200	0.634159	satellite mean
1997	2671200	0.634159	satellite mean
1998	2671200	0.634159	satellite mean
1999	2671200	0.634159	satellite mean
2000	2671200	0.634159	satellite mean
2001	2671200	0.634159	satellite mean
2002	2671200	0.634159	satellite mean
2003	2671200	0.634159	satellite mean
2004	2671200	0.634159	satellite mean
2005	2671200	0.634159	satellite mean
2006	2671200	0.634159	satellite mean
2007	2671200	0.634159	satellite mean
2008	2671200	0.634159	satellite mean
2009	2671200	0.634159	satellite mean
2010	2671200	0.634159	satellite mean
2011	2671200	0.634159	satellite mean
2012	2671200	0.634159	satellite mean
1979	2671400	1.3716	in-situ
1980	2671400	1.3716	in-situ mean
1981	2671400	1.3716	in-situ mean
1982	2671400	1.3716	in-situ mean
1983	2671400	1.3716	in-situ mean
1984	2671400	1.3716	in-situ mean
1985	2671400	1.3716	in-situ mean
1986	2671400	1.3716	in-situ mean
1987	2671400	1.3716	in-situ mean
1988	2671400	1.3716	in-situ mean
1989	2671400	1.3716	in-situ mean
1990	2671400	1.3716	in-situ mean
1991	2671400	1.3716	in-situ mean
1992	2671400	1.3716	in-situ mean
1993	2671400	1.3716	in-situ mean
1994	2671400	1.3716	in-situ mean
1995	2671400	1.3716	in-situ mean
1996	2671400	1.3716	in-situ mean
1997	2671400	1.3716	in-situ mean
1998	2671400	1.3716	in-situ mean
1999	2671400	1.3716	in-situ mean
2000	2671400	1.3716	in-situ mean
2001	2671400	1.3716	in-situ mean
2002	2671400	1.3716	in-situ mean
2003	2671400	1.3716	in-situ mean
2004	2671400	1.3716	in-situ mean
2005	2671400	1.3716	in-situ mean
2006	2671400	1.3716	in-situ mean
2007	2671400	1.3716	in-situ mean
2008	2671400	1.3716	in-situ mean
2009	2671400	1.3716	in-situ mean
2010	2671400	1.3716	in-situ mean
2011	2671400	1.3716	in-situ mean
2012	2671400	1.3716	in-situ mean
1979	2671900	1.9	in-situ mean
1980	2671900	1.9	in-situ mean
1981	2671900	1.9	in-situ mean
1982	2671900	1.9	in-situ mean
1983	2671900	1.9	in-situ mean
1984	2671900	1.9	in-situ mean
1985	2671900	1.9	in-situ mean
1986	2671900	1.9	in-situ mean
1987	2671900	1.9	in-situ mean
1988	2671900	1.9	in-situ mean
1989	2671900	1.9	in-situ mean
1990	2671900	1.9	in-situ mean
1991	2671900	1.9	in-situ mean
1992	2671900	1.9	in-situ mean
1993	2671900	1.9	in-situ mean
1994	2671900	1.9	in-situ mean
1995	2671900	1.9	in-situ mean
1996	2671900	1.9	in-situ mean
1997	2671900	1.9	in-situ mean
1998	2671900	1.9	in-situ mean
1999	2671900	1.9	in-situ mean
2000	2671900	1.9	in-situ mean
2001	2671900	1.9	in-situ mean
2002	2671900	1.9	in-situ mean
2003	2671900	1.9	in-situ mean
2004	2671900	1.9	in-situ mean
2005	2671900	1.9	in-situ mean
2006	2671900	1.9	in-situ mean
2007	2671900	1.9	in-situ
2008	2671900	1.9	in-situ mean
2009	2671900	1.9	in-situ mean
2010	2671900	1.9	in-situ mean
2011	2671900	1.9	in-situ mean
2012	2671900	1.9	in-situ mean
1979	2672100	7	in-situ mean
1980	2672100	7	in-situ mean
1981	2672100	7	in-situ mean
1982	2672100	7	in-situ mean
1983	2672100	7	in-situ mean
1984	2672100	7	in-situ mean
1985	2672100	7	in-situ mean
1986	2672100	7	in-situ mean
1987	2672100	7	in-situ mean
1988	2672100	7	in-situ mean
1989	2672100	7	in-situ mean
1990	2672100	7	in-situ mean
1991	2672100	7	in-situ mean
1992	2672100	7	in-situ mean
1993	2672100	7	in-situ mean
1994	2672100	7	in-situ mean
1995	2672100	7	in-situ mean
1996	2672100	7	in-situ mean
1997	2672100	7	in-situ mean
1998	2672100	7	in-situ mean
1999	2672100	7	in-situ mean
2000	2672100	7	in-situ mean
2001	2672100	7	in-situ mean
2002	2672100	7	in-situ mean
2003	2672100	7	in-situ mean
2004	2672100	7	in-situ mean
2005	2672100	7	in-situ mean
2006	2672100	7	in-situ mean
2007	2672100	7	in-situ mean
2008	2672100	7	in-situ mean
2009	2672100	7	in-situ mean
2010	2672100	7	in-situ mean
2011	2672100	7	in-situ mean
2012	2672100	7	in-situ mean
1979	2672500	3.3528	in-situ
1980	2672500	3.469738182	in-situ mean
1981	2672500	3.469738182	in-situ mean
1982	2672500	3.469738182	in-situ mean
1983	2672500	3.469738182	in-situ mean
1984	2672500	3.469738182	in-situ mean
1985	2672500	3.469738182	in-situ mean
1986	2672500	2.7765375	in-situ
1987	2672500	3.2004	in-situ
1988	2672500	3.469738182	in-situ mean
1989	2672500	3.469738182	in-situ mean
1990	2672500	3.29184	in-situ
1991	2672500	3.469738182	in-situ mean
1992	2672500	3.469738182	in-situ mean
1993	2672500	3.469738182	in-situ mean
1994	2672500	3.469738182	in-situ mean
1995	2672500	3.469738182	in-situ mean
1996	2672500	3.70332	in-situ
1997	2672500	3.469738182	in-situ mean
1998	2672500	3.469738182	in-situ mean
1999	2672500	3.469738182	in-situ mean
2000	2672500	3.5	in-situ
2001	2672500	2.8194	in-situ
2002	2672500	3.469738182	in-situ mean
2003	2672500	3.469738182	in-situ mean
2004	2672500	2.91084	in-situ
2005	2672500	3.158836364	in-situ
2006	2672500	3.469738182	in-situ mean
2007	2672500	4.416552	in-situ
2008	2672500	3.297381818	in-situ
2009	2672500	4.197927273	in-situ
2010	2672500	3.6576	in-situ
2011	2672500	3.335866667	in-situ
2012	2672500	3.879272727	in-situ
1979	2673000	2.73926	satellite mean
1980	2673000	2.73926	satellite mean
1981	2673000	2.73926	satellite mean
1982	2673000	2.73926	satellite mean
1983	2673000	2.73926	satellite mean
1984	2673000	2.73926	satellite mean
1985	2673000	2.73926	satellite mean
1986	2673000	2.73926	satellite mean
1987	2673000	2.73926	satellite mean
1988	2673000	2.73926	satellite mean
1989	2673000	2.73926	satellite mean
1990	2673000	2.73926	satellite mean
1991	2673000	2.73926	satellite mean
1992	2673000	2.73926	satellite mean
1993	2673000	2.73926	satellite mean
1994	2673000	2.73926	satellite mean
1995	2673000	2.73926	satellite mean
1996	2673000	2.73926	satellite mean
1997	2673000	2.73926	satellite mean
1998	2673000	2.73926	satellite mean
1999	2673000	2.73926	satellite mean
2000	2673000	2.73926	satellite mean
2001	2673000	2.73926	satellite mean
2002	2673000	2.73926	satellite mean
2003	2673000	2.73926	satellite mean
2004	2673000	2.73926	satellite mean
2005	2673000	2.73926	satellite mean
2006	2673000	2.73926	satellite mean
2007	2673000	2.73926	satellite mean
2008	2673000	2.73926	satellite mean
2009	2673000	2.73926	satellite mean
2010	2673000	2.73926	satellite mean
2011	2673000	2.73926	satellite mean
2012	2673000	2.73926	satellite mean
1979	2673200	2.18904	satellite mean
1980	2673200	2.18904	satellite mean
1981	2673200	2.18904	satellite mean
1982	2673200	2.18904	satellite mean
1983	2673200	2.18904	satellite mean
1984	2673200	2.18904	satellite mean
1985	2673200	2.18904	satellite mean
1986	2673200	2.18904	satellite mean
1987	2673200	2.18904	satellite mean
1988	2673200	2.18904	satellite mean
1989	2673200	2.18904	satellite mean
1990	2673200	2.18904	satellite mean
1991	2673200	2.18904	satellite mean
1992	2673200	2.18904	satellite mean
1993	2673200	2.18904	satellite mean
1994	2673200	2.18904	satellite mean
1995	2673200	2.18904	satellite mean
1996	2673200	2.18904	satellite mean
1997	2673200	2.18904	satellite mean
1998	2673200	2.18904	satellite mean
1999	2673200	2.18904	satellite mean
2000	2673200	2.18904	satellite mean
2001	2673200	2.18904	satellite mean
2002	2673200	2.18904	satellite mean
2003	2673200	2.18904	satellite mean
2004	2673200	2.18904	satellite mean
2005	2673200	2.18904	satellite mean
2006	2673200	2.18904	satellite mean
2007	2673200	2.18904	satellite mean
2008	2673200	2.18904	satellite mean
2009	2673200	2.18904	satellite mean
2010	2673200	2.18904	satellite mean
2011	2673200	2.18904	satellite mean
2012	2673200	2.18904	satellite mean
1979	2673300	2.46566	global mean
1980	2673300	2.46566	global mean
1981	2673300	2.46566	global mean
1982	2673300	2.46566	global mean
1983	2673300	2.46566	global mean
1984	2673300	2.46566	global mean
1985	2673300	2.46566	global mean
1986	2673300	2.46566	global mean
1987	2673300	2.46566	global mean
1988	2673300	2.46566	global mean
1989	2673300	2.46566	global mean
1990	2673300	2.46566	global mean
1991	2673300	2.46566	global mean
1992	2673300	2.46566	global mean
1993	2673300	2.46566	global mean
1994	2673300	2.46566	global mean
1995	2673300	2.46566	global mean
1996	2673300	2.46566	global mean
1997	2673300	2.46566	global mean
1998	2673300	2.46566	global mean
1999	2673300	2.46566	global mean
2000	2673300	2.46566	global mean
2001	2673300	2.46566	global mean
2002	2673300	2.46566	global mean
2003	2673300	2.46566	global mean
2004	2673300	2.46566	global mean
2005	2673300	2.46566	global mean
2006	2673300	2.46566	global mean
2007	2673300	2.46566	global mean
2008	2673300	2.46566	global mean
2009	2673300	2.46566	global mean
2010	2673300	2.46566	global mean
2011	2673300	2.46566	global mean
2012	2673300	2.46566	global mean
1979	2673500	1.9812	in-situ
1980	2673500	3.05237931	in-situ mean
1981	2673500	3.05237931	in-situ mean
1982	2673500	3.05237931	in-situ mean
1983	2673500	3.05237931	in-situ mean
1984	2673500	3.05237931	in-situ mean
1985	2673500	3.05237931	in-situ mean
1986	2673500	3.05237931	in-situ mean
1987	2673500	3.05237931	in-situ mean
1988	2673500	3.05237931	in-situ mean
1989	2673500	3.05237931	in-situ mean
1990	2673500	3.05237931	in-situ mean
1991	2673500	3.05237931	in-situ mean
1992	2673500	3.05237931	in-situ mean
1993	2673500	3.05237931	in-situ mean
1994	2673500	3.05237931	in-situ mean
1995	2673500	3.05237931	in-situ mean
1996	2673500	3.05237931	in-situ mean
1997	2673500	3.05237931	in-situ mean
1998	2673500	3.05237931	in-situ mean
1999	2673500	3.05237931	in-situ mean
2000	2673500	3.05237931	in-situ mean
2001	2673500	2.8448	in-situ
2002	2673500	2.939142857	in-situ
2003	2673500	3.265714286	in-situ
2004	2673500	2.612571429	in-situ
2005	2673500	2.57556	in-situ
2006	2673500	3.183466667	in-situ
2007	2673500	3.21945	in-situ
2008	2673500	3.00228	in-situ
2009	2673500	3.2766	in-situ
2010	2673500	2.8575	in-situ
2011	2673500	3.7592	in-situ
2012	2673500	3.439885714	in-situ
1979	2673600	2.43947	satellite mean
1980	2673600	2.43947	satellite mean
1981	2673600	2.43947	satellite mean
1982	2673600	2.43947	satellite mean
1983	2673600	2.43947	satellite mean
1984	2673600	2.43947	satellite mean
1985	2673600	2.43947	satellite mean
1986	2673600	2.43947	satellite mean
1987	2673600	2.43947	satellite mean
1988	2673600	2.43947	satellite mean
1989	2673600	2.43947	satellite mean
1990	2673600	2.43947	satellite mean
1991	2673600	2.43947	satellite mean
1992	2673600	2.43947	satellite mean
1993	2673600	2.43947	satellite mean
1994	2673600	2.43947	satellite mean
1995	2673600	2.43947	satellite mean
1996	2673600	2.43947	satellite mean
1997	2673600	2.43947	satellite mean
1998	2673600	2.43947	satellite mean
1999	2673600	2.43947	satellite mean
2000	2673600	2.43947	satellite mean
2001	2673600	2.43947	satellite mean
2002	2673600	2.43947	satellite mean
2003	2673600	2.43947	satellite mean
2004	2673600	2.43947	satellite mean
2005	2673600	2.43947	satellite mean
2006	2673600	2.43947	satellite mean
2007	2673600	2.43947	satellite mean
2008	2673600	2.43947	satellite mean
2009	2673600	2.43947	satellite mean
2010	2673600	2.43947	satellite mean
2011	2673600	2.43947	satellite mean
2012	2673600	2.43947	satellite mean
1979	2674000	1.0668	in-situ
1980	2674000	1.0668	in-situ mean
1981	2674000	1.0668	in-situ mean
1982	2674000	1.0668	in-situ mean
1983	2674000	1.0668	in-situ mean
1984	2674000	1.0668	in-situ mean
1985	2674000	1.0668	in-situ mean
1986	2674000	1.0668	in-situ mean
1987	2674000	1.0668	in-situ mean
1988	2674000	1.0668	in-situ mean
1989	2674000	1.0668	in-situ mean
1990	2674000	1.0668	in-situ mean
1991	2674000	1.0668	in-situ mean
1992	2674000	1.0668	in-situ mean
1993	2674000	1.0668	in-situ mean
1994	2674000	1.0668	in-situ mean
1995	2674000	1.0668	in-situ mean
1996	2674000	1.0668	in-situ mean
1997	2674000	1.0668	in-situ mean
1998	2674000	1.0668	in-situ mean
1999	2674000	1.0668	in-situ mean
2000	2674000	1.0668	in-situ mean
2001	2674000	1.0668	in-situ mean
2002	2674000	1.0668	in-situ mean
2003	2674000	1.0668	in-situ mean
2004	2674000	1.0668	in-situ mean
2005	2674000	1.0668	in-situ mean
2006	2674000	1.0668	in-situ mean
2007	2674000	1.0668	in-situ mean
2008	2674000	1.0668	in-situ mean
2009	2674000	1.0668	in-situ mean
2010	2674000	1.0668	in-situ mean
2011	2674000	1.0668	in-situ mean
2012	2674000	1.0668	in-situ mean
1979	2674100	6.03504	in-situ
1980	2674100	5.365924286	in-situ mean
1981	2674100	5.365924286	in-situ mean
1982	2674100	5.365924286	in-situ mean
1983	2674100	5.365924286	in-situ mean
1984	2674100	5.365924286	in-situ mean
1985	2674100	5.365924286	in-situ mean
1986	2674100	5.365924286	in-situ mean
1987	2674100	5.365924286	in-situ mean
1988	2674100	5.365924286	in-situ mean
1989	2674100	5.365924286	in-situ mean
1990	2674100	3.5052	in-situ
1991	2674100	5.334	in-situ
1992	2674100	5.588	in-situ
1993	2674100	5.4864	in-situ
1994	2674100	5.4864	in-situ
1995	2674100	5.1308	in-situ
1996	2674100	4.99872	in-situ
1997	2674100	5.334	in-situ
1998	2674100	5.4864	in-situ
1999	2674100	5.4864	in-situ
2000	2674100	5.3424	in-situ
2001	2674100	6.0198	in-situ
2002	2674100	6.5532	in-situ
2003	2674100	5.588	in-situ
2004	2674100	5.365924286	in-situ mean
2005	2674100	6.1722	in-situ
2006	2674100	5.54736	in-situ
2007	2674100	6.096	in-situ
2008	2674100	5.7912	in-situ
2009	2674100	5.365924286	in-situ mean
2010	2674100	5.365924286	in-situ mean
2011	2674100	4.52628	in-situ
2012	2674100	5.365924286	in-situ mean
1979	2674200	6.2484	in-situ mean
1980	2674200	6.2484	in-situ mean
1981	2674200	6.2484	in-situ mean
1982	2674200	6.2484	in-situ mean
1983	2674200	6.2484	in-situ mean
1984	2674200	6.2484	in-situ mean
1985	2674200	6.2484	in-situ mean
1986	2674200	6.2484	in-situ mean
1987	2674200	6.2484	in-situ mean
1988	2674200	6.2484	in-situ mean
1989	2674200	6.2484	in-situ mean
1990	2674200	6.2484	in-situ mean
1991	2674200	5.2197	in-situ
1992	2674200	6.2484	in-situ mean
1993	2674200	6.2484	in-situ mean
1994	2674200	6.2484	in-situ mean
1995	2674200	6.2484	in-situ mean
1996	2674200	6.2484	in-situ mean
1997	2674200	6.2484	in-situ mean
1998	2674200	6.2484	in-situ mean
1999	2674200	6.2484	in-situ mean
2000	2674200	6.2484	in-situ mean
2001	2674200	6.2484	in-situ mean
2002	2674200	6.2484	in-situ mean
2003	2674200	6.2484	in-situ mean
2004	2674200	6.2484	in-situ mean
2005	2674200	6.2484	in-situ mean
2006	2674200	6.2484	in-situ mean
2007	2674200	5.2959	in-situ
2008	2674200	6.2484	in-situ mean
2009	2674200	6.2484	in-situ mean
2010	2674200	6.2484	in-situ mean
2011	2674200	6.2484	in-situ mean
2012	2674200	6.2484	in-situ mean
1979	2674500	1.9304	in-situ mean
1980	2674500	1.9304	in-situ mean
1981	2674500	1.9304	in-situ mean
1982	2674500	1.9304	in-situ mean
1983	2674500	1.9304	in-situ mean
1984	2674500	1.9304	in-situ mean
1985	2674500	1.9304	in-situ mean
1986	2674500	1.9304	in-situ mean
1987	2674500	1.9304	in-situ mean
1988	2674500	1.9304	in-situ mean
1989	2674500	1.9304	in-situ mean
1990	2674500	1.9304	in-situ mean
1991	2674500	1.9304	in-situ mean
1992	2674500	1.9304	in-situ mean
1993	2674500	1.9304	in-situ mean
1994	2674500	1.9304	in-situ mean
