year	lakeid	secchi.m	secchi_source
1995	2674500	1.9304	in-situ mean
1996	2674500	1.9304	in-situ mean
1997	2674500	1.9304	in-situ mean
1998	2674500	1.9304	in-situ mean
1999	2674500	1.9304	in-situ mean
2000	2674500	1.9304	in-situ mean
2001	2674500	1.9304	in-situ mean
2002	2674500	1.9304	in-situ mean
2003	2674500	1.9304	in-situ mean
2004	2674500	1.9304	in-situ mean
2005	2674500	1.9304	in-situ mean
2006	2674500	1.9304	in-situ mean
2007	2674500	1.9304	in-situ mean
2008	2674500	1.9304	in-situ mean
2009	2674500	1.9304	in-situ mean
2010	2674500	1.9304	in-situ mean
2011	2674500	1.9304	in-situ mean
2012	2674500	1.9304	in-situ mean
1979	2674800	1.53746625	in-situ mean
1980	2674800	1.53746625	in-situ mean
1981	2674800	1.53746625	in-situ mean
1982	2674800	1.53746625	in-situ mean
1983	2674800	1.53746625	in-situ mean
1984	2674800	1.53746625	in-situ mean
1985	2674800	1.53746625	in-situ mean
1986	2674800	1.53746625	in-situ mean
1987	2674800	1.53746625	in-situ mean
1988	2674800	1.53746625	in-situ mean
1989	2674800	1.53746625	in-situ mean
1990	2674800	1.53746625	in-situ mean
1991	2674800	1.53746625	in-situ mean
1992	2674800	1.143	in-situ
1993	2674800	1.77165	in-situ
1994	2674800	2.550381818	in-situ
1995	2674800	1.685925	in-situ
1996	2674800	1.6002	in-situ
1997	2674800	1.905	in-situ
1998	2674800	1.132114286	in-situ
1999	2674800	0.9144	in-situ
2000	2674800	1.143	in-situ
2001	2674800	1.133475	in-situ
2002	2674800	1.34112	in-situ
2003	2674800	1.3335	in-situ
2004	2674800	1.53746625	in-situ mean
2005	2674800	1.53746625	in-situ mean
2006	2674800	1.429173333	in-situ
2007	2674800	1.2954	in-situ
2008	2674800	1.8288	in-situ
2009	2674800	1.53746625	in-situ mean
2010	2674800	1.6764	in-situ
2011	2674800	1.53746625	in-situ mean
2012	2674800	1.53746625	in-situ mean
1979	2675000	1.440872727	in-situ mean
1980	2675000	1.440872727	in-situ mean
1981	2675000	1.440872727	in-situ mean
1982	2675000	1.440872727	in-situ mean
1983	2675000	1.440872727	in-situ mean
1984	2675000	1.440872727	in-situ mean
1985	2675000	1.440872727	in-situ mean
1986	2675000	1.440872727	in-situ mean
1987	2675000	1.440872727	in-situ mean
1988	2675000	1.440872727	in-situ
1989	2675000	1.440872727	in-situ mean
1990	2675000	1.440872727	in-situ mean
1991	2675000	1.440872727	in-situ mean
1992	2675000	1.440872727	in-situ mean
1993	2675000	1.440872727	in-situ mean
1994	2675000	1.440872727	in-situ mean
1995	2675000	1.440872727	in-situ mean
1996	2675000	1.440872727	in-situ mean
1997	2675000	1.440872727	in-situ mean
1998	2675000	1.440872727	in-situ mean
1999	2675000	1.440872727	in-situ mean
2000	2675000	1.440872727	in-situ mean
2001	2675000	1.440872727	in-situ mean
2002	2675000	1.440872727	in-situ mean
2003	2675000	1.440872727	in-situ mean
2004	2675000	1.440872727	in-situ mean
2005	2675000	1.440872727	in-situ mean
2006	2675000	1.440872727	in-situ mean
2007	2675000	1.440872727	in-situ mean
2008	2675000	1.440872727	in-situ mean
2009	2675000	1.440872727	in-situ mean
2010	2675000	1.440872727	in-situ mean
2011	2675000	1.440872727	in-situ mean
2012	2675000	1.440872727	in-situ mean
1979	2675200	1.613119364	in-situ mean
1980	2675200	1.613119364	in-situ mean
1981	2675200	1.613119364	in-situ mean
1982	2675200	1.613119364	in-situ mean
1983	2675200	1.613119364	in-situ mean
1984	2675200	1.613119364	in-situ mean
1985	2675200	1.613119364	in-situ mean
1986	2675200	1.613119364	in-situ mean
1987	2675200	1.613119364	in-situ mean
1988	2675200	1.613119364	in-situ mean
1989	2675200	1.613119364	in-situ mean
1990	2675200	1.613119364	in-situ mean
1991	2675200	1.613119364	in-situ mean
1992	2675200	1.418844	in-situ
1993	2675200	1.613119364	in-situ mean
1994	2675200	1.613119364	in-situ mean
1995	2675200	1.613119364	in-situ mean
1996	2675200	1.45542	in-situ
1997	2675200	2.3622	in-situ
1998	2675200	1.0287	in-situ
1999	2675200	2.65938	in-situ
2000	2675200	1.153885714	in-situ
2001	2675200	1.51257	in-situ
2002	2675200	1.73736	in-situ
2003	2675200	1.670538462	in-situ
2004	2675200	1.65354	in-situ
2005	2675200	1.444171429	in-situ
2006	2675200	1.611085714	in-situ
2007	2675200	1.43256	in-situ
2008	2675200	1.524	in-situ
2009	2675200	2.01168	in-situ
2010	2675200	1.88976	in-situ
2011	2675200	1.641565714	in-situ
2012	2675200	1.905	in-situ
1979	2675700	2.7051	in-situ mean
1980	2675700	2.7051	in-situ mean
1981	2675700	2.7051	in-situ mean
1982	2675700	2.7051	in-situ mean
1983	2675700	2.7051	in-situ mean
1984	2675700	2.7051	in-situ mean
1985	2675700	2.7051	in-situ mean
1986	2675700	2.7051	in-situ mean
1987	2675700	2.7051	in-situ mean
1988	2675700	2.7051	in-situ mean
1989	2675700	2.7051	in-situ mean
1990	2675700	2.7051	in-situ mean
1991	2675700	2.7051	in-situ mean
1992	2675700	2.7051	in-situ mean
1993	2675700	2.7051	in-situ mean
1994	2675700	2.7051	in-situ mean
1995	2675700	2.7051	in-situ mean
1996	2675700	2.7051	in-situ mean
1997	2675700	2.7051	in-situ mean
1998	2675700	2.7051	in-situ mean
1999	2675700	2.7051	in-situ mean
2000	2675700	2.7051	in-situ mean
2001	2675700	2.7051	in-situ mean
2002	2675700	2.7051	in-situ mean
2003	2675700	2.7051	in-situ mean
2004	2675700	2.7051	in-situ mean
2005	2675700	2.238375	in-situ
2006	2675700	2.459566667	in-situ
2007	2675700	3.45567	in-situ
2008	2675700	2.29616	in-situ
2009	2675700	2.936630769	in-situ
2010	2675700	2.7051	in-situ mean
2011	2675700	2.7051	in-situ mean
2012	2675700	2.7051	in-situ mean
1979	2676000	4.0301	satellite mean
1980	2676000	4.0301	satellite mean
1981	2676000	4.0301	satellite mean
1982	2676000	4.0301	satellite mean
1983	2676000	4.0301	satellite mean
1984	2676000	4.0301	satellite mean
1985	2676000	4.0301	satellite mean
1986	2676000	4.0301	satellite mean
1987	2676000	4.0301	satellite mean
1988	2676000	4.0301	satellite mean
1989	2676000	4.0301	satellite mean
1990	2676000	4.0301	satellite mean
1991	2676000	4.0301	satellite mean
1992	2676000	4.0301	satellite mean
1993	2676000	4.0301	satellite mean
1994	2676000	4.0301	satellite mean
1995	2676000	4.0301	satellite mean
1996	2676000	4.0301	satellite mean
1997	2676000	4.0301	satellite mean
1998	2676000	4.0301	satellite mean
1999	2676000	4.0301	satellite mean
2000	2676000	4.0301	satellite mean
2001	2676000	4.0301	satellite mean
2002	2676000	4.0301	satellite mean
2003	2676000	4.0301	satellite mean
2004	2676000	4.0301	satellite mean
2005	2676000	4.0301	satellite mean
2006	2676000	4.0301	satellite mean
2007	2676000	4.0301	satellite mean
2008	2676000	4.0301	satellite mean
2009	2676000	4.0301	satellite mean
2010	2676000	4.0301	satellite mean
2011	2676000	4.0301	satellite mean
2012	2676000	4.0301	satellite mean
1979	2676800	2.8956	in-situ
1980	2676800	3.536372727	in-situ mean
1981	2676800	3.536372727	in-situ mean
1982	2676800	3.536372727	in-situ mean
1983	2676800	3.536372727	in-situ mean
1984	2676800	3.536372727	in-situ mean
1985	2676800	3.536372727	in-situ mean
1986	2676800	3.536372727	in-situ mean
1987	2676800	3.536372727	in-situ mean
1988	2676800	3.536372727	in-situ mean
1989	2676800	3.536372727	in-situ mean
1990	2676800	3.536372727	in-situ mean
1991	2676800	3.536372727	in-situ mean
1992	2676800	3.536372727	in-situ mean
1993	2676800	3.536372727	in-situ mean
1994	2676800	3.52425	in-situ
1995	2676800	3.47472	in-situ
1996	2676800	5.9817	in-situ
1997	2676800	3.536372727	in-situ mean
1998	2676800	3.536372727	in-situ mean
1999	2676800	3.536372727	in-situ mean
2000	2676800	3.536372727	in-situ mean
2001	2676800	3.536372727	in-situ mean
2002	2676800	3.536372727	in-situ mean
2003	2676800	3.536372727	in-situ mean
2004	2676800	4.4196	in-situ
2005	2676800	3.536372727	in-situ mean
2006	2676800	3.0353	in-situ
2007	2676800	3.5480625	in-situ
2008	2676800	3.786553846	in-situ
2009	2676800	3.763107692	in-situ
2010	2676800	3.55854	in-situ
2011	2676800	3.2004	in-situ
2012	2676800	3.019425	in-situ
1979	2677200	4.572	in-situ mean
1980	2677200	4.572	in-situ mean
1981	2677200	4.572	in-situ mean
1982	2677200	4.572	in-situ mean
1983	2677200	4.572	in-situ mean
1984	2677200	4.572	in-situ mean
1985	2677200	4.572	in-situ mean
1986	2677200	4.572	in-situ mean
1987	2677200	4.572	in-situ mean
1988	2677200	4.572	in-situ mean
1989	2677200	4.572	in-situ mean
1990	2677200	4.572	in-situ mean
1991	2677200	4.572	in-situ mean
1992	2677200	4.572	in-situ mean
1993	2677200	4.572	in-situ mean
1994	2677200	4.572	in-situ mean
1995	2677200	4.572	in-situ mean
1996	2677200	4.572	in-situ mean
1997	2677200	4.572	in-situ mean
1998	2677200	4.572	in-situ mean
1999	2677200	4.572	in-situ mean
2000	2677200	4.572	in-situ mean
2001	2677200	4.572	in-situ mean
2002	2677200	4.572	in-situ mean
2003	2677200	4.572	in-situ mean
2004	2677200	4.572	in-situ mean
2005	2677200	4.572	in-situ mean
2006	2677200	4.572	in-situ mean
2007	2677200	4.572	in-situ mean
2008	2677200	4.572	in-situ mean
2009	2677200	4.572	in-situ mean
2010	2677200	4.572	in-situ mean
2011	2677200	4.572	in-situ mean
2012	2677200	4.572	in-situ mean
1979	2677400	2	satellite mean
1980	2677400	2	satellite mean
1981	2677400	2	satellite mean
1982	2677400	2	satellite mean
1983	2677400	2	satellite mean
1984	2677400	2	satellite mean
1985	2677400	2	satellite mean
1986	2677400	2	satellite mean
1987	2677400	2	satellite mean
1988	2677400	2	satellite mean
1989	2677400	2	satellite mean
1990	2677400	2	satellite mean
1991	2677400	2	satellite mean
1992	2677400	2	satellite mean
1993	2677400	2	satellite mean
1994	2677400	2	satellite mean
1995	2677400	2	satellite mean
1996	2677400	2	satellite mean
1997	2677400	2	satellite mean
1998	2677400	2	satellite mean
1999	2677400	2	satellite mean
2000	2677400	2	satellite mean
2001	2677400	2	satellite mean
2002	2677400	2	satellite mean
2003	2677400	2	satellite mean
2004	2677400	2	satellite mean
2005	2677400	2	satellite mean
2006	2677400	2	satellite mean
2007	2677400	2	satellite mean
2008	2677400	2	satellite mean
2009	2677400	2	satellite mean
2010	2677400	2	satellite mean
2011	2677400	2	satellite mean
2012	2677400	2	satellite mean
1979	2677700	0.64008	in-situ
1980	2677700	0.77724	in-situ mean
1981	2677700	0.77724	in-situ mean
1982	2677700	0.77724	in-situ mean
1983	2677700	0.77724	in-situ mean
1984	2677700	0.77724	in-situ mean
1985	2677700	0.77724	in-situ mean
1986	2677700	0.77724	in-situ mean
1987	2677700	0.77724	in-situ mean
1988	2677700	0.77724	in-situ mean
1989	2677700	0.77724	in-situ mean
1990	2677700	0.77724	in-situ mean
1991	2677700	0.77724	in-situ mean
1992	2677700	0.77724	in-situ mean
1993	2677700	0.77724	in-situ mean
1994	2677700	0.77724	in-situ mean
1995	2677700	0.77724	in-situ mean
1996	2677700	0.77724	in-situ mean
1997	2677700	0.77724	in-situ mean
1998	2677700	0.77724	in-situ mean
1999	2677700	0.77724	in-situ mean
2000	2677700	0.77724	in-situ mean
2001	2677700	0.77724	in-situ mean
2002	2677700	0.77724	in-situ mean
2003	2677700	0.77724	in-situ mean
2004	2677700	0.77724	in-situ mean
2005	2677700	0.77724	in-situ mean
2006	2677700	0.77724	in-situ mean
2007	2677700	0.77724	in-situ mean
2008	2677700	0.77724	in-situ mean
2009	2677700	0.77724	in-situ mean
2010	2677700	0.77724	in-situ mean
2011	2677700	0.77724	in-situ mean
2012	2677700	0.77724	in-situ mean
1979	2677900	1.3716	in-situ mean
1980	2677900	1.3716	in-situ mean
1981	2677900	1.3716	in-situ mean
1982	2677900	1.3716	in-situ mean
1983	2677900	1.3716	in-situ mean
1984	2677900	1.3716	in-situ mean
1985	2677900	1.3716	in-situ mean
1986	2677900	1.3716	in-situ mean
1987	2677900	1.3716	in-situ mean
1988	2677900	1.3716	in-situ mean
1989	2677900	1.3716	in-situ mean
1990	2677900	1.3716	in-situ mean
1991	2677900	1.3716	in-situ mean
1992	2677900	1.3716	in-situ mean
1993	2677900	1.3716	in-situ mean
1994	2677900	1.3716	in-situ mean
1995	2677900	1.3716	in-situ mean
1996	2677900	1.3716	in-situ mean
1997	2677900	1.3716	in-situ mean
1998	2677900	1.3716	in-situ mean
1999	2677900	1.3716	in-situ mean
2000	2677900	1.3716	in-situ mean
2001	2677900	1.3716	in-situ mean
2002	2677900	1.3716	in-situ mean
2003	2677900	1.3716	in-situ mean
2004	2677900	1.3716	in-situ mean
2005	2677900	1.3716	in-situ mean
2006	2677900	1.3716	in-situ mean
2007	2677900	1.3716	in-situ mean
2008	2677900	1.3716	in-situ mean
2009	2677900	1.3716	in-situ mean
2010	2677900	1.3716	in-situ mean
2011	2677900	1.3716	in-situ mean
2012	2677900	1.3716	in-situ mean
1979	2678100	2.621523077	in-situ mean
1980	2678100	2.621523077	in-situ mean
1981	2678100	2.621523077	in-situ mean
1982	2678100	2.621523077	in-situ mean
1983	2678100	2.621523077	in-situ mean
1984	2678100	2.621523077	in-situ mean
1985	2678100	2.621523077	in-situ mean
1986	2678100	2.621523077	in-situ mean
1987	2678100	2.621523077	in-situ mean
1988	2678100	2.621523077	in-situ mean
1989	2678100	2.621523077	in-situ mean
1990	2678100	2.621523077	in-situ mean
1991	2678100	2.621523077	in-situ mean
1992	2678100	2.621523077	in-situ mean
1993	2678100	2.621523077	in-situ mean
1994	2678100	2.621523077	in-situ mean
1995	2678100	2.725615385	in-situ
1996	2678100	2.8702	in-situ
1997	2678100	2.42316	in-situ
1998	2678100	2.65176	in-situ
1999	2678100	2.1844	in-situ
2000	2678100	2.7154	in-situ
2001	2678100	1.911927273	in-situ
2002	2678100	3.305907692	in-situ
2003	2678100	2.726266667	in-situ
2004	2678100	3.4925	in-situ
2005	2678100	3.191933333	in-situ
2006	2678100	2.092036364	in-situ
2007	2678100	2.201333333	in-situ
2008	2678100	2.65176	in-situ
2009	2678100	2.624666667	in-situ
2010	2678100	2.181225	in-situ
2011	2678100	3.014133333	in-situ
2012	2678100	2.10312	in-situ
1979	2678300	3.706368	in-situ mean
1980	2678300	3.706368	in-situ mean
1981	2678300	3.706368	in-situ mean
1982	2678300	3.706368	in-situ mean
1983	2678300	3.706368	in-situ mean
1984	2678300	3.706368	in-situ mean
1985	2678300	3.706368	in-situ mean
1986	2678300	3.706368	in-situ mean
1987	2678300	3.706368	in-situ mean
1988	2678300	3.706368	in-situ mean
1989	2678300	3.706368	in-situ mean
1990	2678300	3.706368	in-situ mean
1991	2678300	3.706368	in-situ mean
1992	2678300	3.706368	in-situ mean
1993	2678300	3.706368	in-situ mean
1994	2678300	3.706368	in-situ mean
1995	2678300	3.706368	in-situ mean
1996	2678300	3.706368	in-situ mean
1997	2678300	3.706368	in-situ mean
1998	2678300	3.706368	in-situ mean
1999	2678300	3.706368	in-situ mean
2000	2678300	3.706368	in-situ mean
2001	2678300	3.706368	in-situ mean
2002	2678300	3.706368	in-situ mean
2003	2678300	3.706368	in-situ mean
2004	2678300	3.706368	in-situ mean
2005	2678300	3.706368	in-situ mean
2006	2678300	3.706368	in-situ mean
2007	2678300	3.706368	in-situ mean
2008	2678300	3.706368	in-situ mean
2009	2678300	3.706368	in-situ mean
2010	2678300	3.706368	in-situ mean
2011	2678300	3.706368	in-situ mean
2012	2678300	3.706368	in-situ mean
1979	2679200	2	satellite mean
1980	2679200	2	satellite mean
1981	2679200	2	satellite mean
1982	2679200	2	satellite mean
1983	2679200	2	satellite mean
1984	2679200	2	satellite mean
1985	2679200	2	satellite mean
1986	2679200	2	satellite mean
1987	2679200	2	satellite mean
1988	2679200	2	satellite mean
1989	2679200	2	satellite mean
1990	2679200	2	satellite mean
1991	2679200	2	satellite mean
1992	2679200	2	satellite mean
1993	2679200	2	satellite mean
1994	2679200	2	satellite mean
1995	2679200	2	satellite mean
1996	2679200	2	satellite mean
1997	2679200	2	satellite mean
1998	2679200	2	satellite mean
1999	2679200	2	satellite mean
2000	2679200	2	satellite mean
2001	2679200	2	satellite mean
2002	2679200	2	satellite mean
2003	2679200	2	satellite mean
2004	2679200	2	satellite mean
2005	2679200	2	satellite mean
2006	2679200	2	satellite mean
2007	2679200	2	satellite mean
2008	2679200	2	satellite mean
2009	2679200	2	satellite mean
2010	2679200	2	satellite mean
2011	2679200	2	satellite mean
2012	2679200	2	satellite mean
1979	2680300	2	satellite mean
1980	2680300	2	satellite mean
1981	2680300	2	satellite mean
1982	2680300	2	satellite mean
1983	2680300	2	satellite mean
1984	2680300	2	satellite mean
1985	2680300	2	satellite mean
1986	2680300	2	satellite mean
1987	2680300	2	satellite mean
1988	2680300	2	satellite mean
1989	2680300	2	satellite mean
1990	2680300	2	satellite mean
1991	2680300	2	satellite mean
1992	2680300	2	satellite mean
1993	2680300	2	satellite mean
1994	2680300	2	satellite mean
1995	2680300	2	satellite mean
1996	2680300	2	satellite mean
1997	2680300	2	satellite mean
1998	2680300	2	satellite mean
1999	2680300	2	satellite mean
2000	2680300	2	satellite mean
2001	2680300	2	satellite mean
2002	2680300	2	satellite mean
2003	2680300	2	satellite mean
2004	2680300	2	satellite mean
2005	2680300	2	satellite mean
2006	2680300	2	satellite mean
2007	2680300	2	satellite mean
2008	2680300	2	satellite mean
2009	2680300	2	satellite mean
2010	2680300	2	satellite mean
2011	2680300	2	satellite mean
2012	2680300	2	satellite mean
1979	2681600	2.4384	in-situ
1980	2681600	2.3622	in-situ mean
1981	2681600	2.3622	in-situ mean
1982	2681600	2.3622	in-situ mean
1983	2681600	2.3622	in-situ mean
1984	2681600	2.3622	in-situ mean
1985	2681600	2.3622	in-situ mean
1986	2681600	2.3622	in-situ mean
1987	2681600	2.3622	in-situ mean
1988	2681600	2.3622	in-situ mean
1989	2681600	2.3622	in-situ mean
1990	2681600	2.3622	in-situ mean
1991	2681600	2.3622	in-situ mean
1992	2681600	2.3622	in-situ mean
1993	2681600	2.3622	in-situ mean
1994	2681600	2.3622	in-situ mean
1995	2681600	2.3622	in-situ mean
1996	2681600	2.3622	in-situ mean
1997	2681600	2.3622	in-situ mean
1998	2681600	2.3622	in-situ mean
1999	2681600	2.3622	in-situ mean
2000	2681600	2.3622	in-situ mean
2001	2681600	2.3622	in-situ mean
2002	2681600	2.3622	in-situ mean
2003	2681600	2.3622	in-situ mean
2004	2681600	2.3622	in-situ mean
2005	2681600	2.3622	in-situ mean
2006	2681600	2.3622	in-situ mean
2007	2681600	2.3622	in-situ mean
2008	2681600	2.3622	in-situ mean
2009	2681600	2.3622	in-situ mean
2010	2681600	2.3622	in-situ mean
2011	2681600	2.3622	in-situ mean
2012	2681600	2.3622	in-situ mean
1979	2683200	3.52305	satellite mean
1980	2683200	3.52305	satellite mean
1981	2683200	3.52305	satellite mean
1982	2683200	3.52305	satellite mean
1983	2683200	3.52305	satellite mean
1984	2683200	3.52305	satellite mean
1985	2683200	3.52305	satellite mean
1986	2683200	3.52305	satellite mean
1987	2683200	3.52305	satellite mean
1988	2683200	3.52305	satellite mean
1989	2683200	3.52305	satellite mean
1990	2683200	3.52305	satellite mean
1991	2683200	3.52305	satellite mean
1992	2683200	3.52305	satellite mean
1993	2683200	3.52305	satellite mean
1994	2683200	3.52305	satellite mean
1995	2683200	3.52305	satellite mean
1996	2683200	3.52305	satellite mean
1997	2683200	3.52305	satellite mean
1998	2683200	3.52305	satellite mean
1999	2683200	3.52305	satellite mean
2000	2683200	3.52305	satellite mean
2001	2683200	3.52305	satellite mean
2002	2683200	3.52305	satellite mean
2003	2683200	3.52305	satellite mean
2004	2683200	3.52305	satellite mean
2005	2683200	3.52305	satellite mean
2006	2683200	3.52305	satellite mean
2007	2683200	3.52305	satellite mean
2008	2683200	3.52305	satellite mean
2009	2683200	3.52305	satellite mean
2010	2683200	3.52305	satellite mean
2011	2683200	3.52305	satellite mean
2012	2683200	3.52305	satellite mean
1979	2685000	1.58102	satellite mean
1980	2685000	1.58102	satellite mean
1981	2685000	1.58102	satellite mean
1982	2685000	1.58102	satellite mean
1983	2685000	1.58102	satellite mean
1984	2685000	1.58102	satellite mean
1985	2685000	1.58102	satellite mean
1986	2685000	1.58102	satellite mean
1987	2685000	1.58102	satellite mean
1988	2685000	1.58102	satellite mean
1989	2685000	1.58102	satellite mean
1990	2685000	1.58102	satellite mean
1991	2685000	1.58102	satellite mean
1992	2685000	1.58102	satellite mean
